Symbol,DateTime,Open,High,Low,Close,Volume
SPY,2024-01-04 16:30:00,513.95,514.09,512.60,513.80,1887538
SPY,2024-01-04 17:30:00,513.75,514.13,513.54,513.67,1666003
SPY,2024-01-04 18:30:00,512.92,513.04,512.71,512.74,4015376
SPY,2024-01-04 19:30:00,511.35,511.92,510.28,510.38,1994034
SPY,2024-01-04 20:30:00,511.77,511.77,511.04,511.36,2539462
SPY,2024-01-04 21:30:00,511.30,512.31,510.11,510.64,463958
SPY,2024-01-04 22:30:00,509.98,510.36,508.64,510.06,2154493
SPY,2024-01-04 23:30:00,511.17,511.91,510.25,510.47,4175345
SPY,2024-01-05 00:30:00,510.89,512.86,510.31,511.26,1607661
SPY,2024-01-05 01:30:00,511.15,512.75,510.85,512.17,3947752
SPY,2024-01-05 02:30:00,510.72,511.08,509.28,509.98,1244966
SPY,2024-01-05 03:30:00,509.31,509.98,507.56,507.73,1317196
SPY,2024-01-05 04:30:00,506.24,506.99,505.36,506.59,4135724
SPY,2024-01-05 05:30:00,506.84,508.18,505.47,506.92,4317443
SPY,2024-01-05 06:30:00,505.99,507.71,504.58,506.50,4774636
SPY,2024-01-05 07:30:00,506.53,507.94,504.94,506.11,533531
SPY,2024-01-05 08:30:00,506.33,506.47,504.78,506.33,380436
SPY,2024-01-05 09:30:00,506.47,507.11,504.82,506.93,3412851
SPY,2024-01-05 10:30:00,507.84,508.69,506.69,508.47,3990874
SPY,2024-01-05 11:30:00,509.72,510.30,508.85,509.68,217603
SPY,2024-01-05 12:30:00,508.55,508.73,508.14,508.52,3424420
SPY,2024-01-05 13:30:00,509.78,510.16,508.79,510.14,277907
SPY,2024-01-05 14:30:00,509.85,510.33,507.88,508.82,3143152
SPY,2024-01-05 15:30:00,509.88,510.02,508.41,508.96,752309
SPY,2024-01-05 16:30:00,507.67,508.63,506.24,507.48,2912266
SPY,2024-01-05 17:30:00,506.02,506.72,504.74,506.52,3676296
SPY,2024-01-05 18:30:00,507.42,508.30,506.24,507.31,4411486
SPY,2024-01-05 19:30:00,507.00,507.24,506.72,506.80,3366070
SPY,2024-01-05 20:30:00,505.80,507.04,505.21,506.73,888068
SPY,2024-01-05 21:30:00,506.98,508.36,506.37,507.87,1884784
SPY,2024-01-05 22:30:00,507.60,508.88,506.86,508.57,3850844
SPY,2024-01-05 23:30:00,508.42,509.99,508.26,509.24,3546299
SPY,2024-01-06 00:30:00,508.63,509.38,508.25,509.12,4424596
SPY,2024-01-06 01:30:00,509.63,511.52,509.51,510.91,2144561
SPY,2024-01-06 02:30:00,511.81,513.38,510.57,512.34,1330835
SPY,2024-01-06 03:30:00,512.63,512.82,511.53,512.19,1740198
SPY,2024-01-06 04:30:00,512.33,514.29,512.12,513.46,2031257
SPY,2024-01-06 05:30:00,513.69,515.26,513.45,514.27,3811350
SPY,2024-01-06 06:30:00,515.10,515.25,514.95,515.22,2325100
SPY,2024-01-06 07:30:00,514.76,516.32,513.12,513.80,2715064
SPY,2024-01-06 08:30:00,515.05,516.64,513.33,515.40,1293253
SPY,2024-01-06 09:30:00,514.00,515.86,513.18,513.18,4487502
SPY,2024-01-06 10:30:00,513.66,515.37,513.07,513.35,2794542
SPY,2024-01-06 11:30:00,514.11,515.59,512.82,512.89,4503406
SPY,2024-01-06 12:30:00,513.76,514.36,512.66,514.10,3288347
SPY,2024-01-06 13:30:00,515.39,515.78,514.08,515.53,3386016
SPY,2024-01-06 14:30:00,516.43,518.01,515.17,515.95,1396604
SPY,2024-01-06 15:30:00,517.31,519.28,517.10,517.41,971011
SPY,2024-01-06 16:30:00,518.77,519.21,518.63,519.05,4912965
SPY,2024-01-06 17:30:00,518.49,519.83,517.60,518.59,3047745
SPY,2024-01-06 18:30:00,517.40,519.29,516.26,516.28,1693810
SPY,2024-01-06 19:30:00,515.42,516.85,514.85,515.03,4658793
SPY,2024-01-06 20:30:00,514.75,515.25,513.72,513.78,1942956
SPY,2024-01-06 21:30:00,512.62,513.40,512.61,513.31,2199723
SPY,2024-01-06 22:30:00,511.90,511.96,510.28,511.56,3611953
SPY,2024-01-06 23:30:00,512.05,513.43,511.82,512.71,4812859
SPY,2024-01-07 00:30:00,513.22,514.52,511.57,513.49,2127224
SPY,2024-01-07 01:30:00,512.49,513.55,510.80,513.03,1113500
SPY,2024-01-07 02:30:00,511.97,513.76,511.07,513.57,3949270
SPY,2024-01-07 03:30:00,512.97,514.19,511.51,512.75,786094
SPY,2024-01-07 04:30:00,513.24,513.43,512.37,512.55,914635
SPY,2024-01-07 05:30:00,512.17,513.62,511.96,512.52,323817
SPY,2024-01-07 06:30:00,513.01,514.24,512.52,512.95,4404850
SPY,2024-01-07 07:30:00,512.77,513.40,511.60,512.70,2637816
SPY,2024-01-07 08:30:00,512.10,512.12,511.56,511.63,2616953
SPY,2024-01-07 09:30:00,511.79,511.91,510.08,510.10,2894123
SPY,2024-01-07 10:30:00,508.63,509.49,507.22,507.70,3144096
SPY,2024-01-07 11:30:00,508.59,509.00,507.37,507.91,1145557
SPY,2024-01-07 12:30:00,507.27,508.78,505.50,507.68,3232055
SPY,2024-01-07 13:30:00,506.30,507.51,506.27,507.48,3197602
SPY,2024-01-07 14:30:00,506.85,508.16,506.60,506.97,2382304
SPY,2024-01-07 15:30:00,505.80,506.32,504.09,506.08,4204138
SPY,2024-01-07 16:30:00,505.65,506.46,505.11,505.86,3523609
SPY,2024-01-07 17:30:00,506.17,507.19,505.50,506.06,1586773
SPY,2024-01-07 18:30:00,505.88,506.48,505.72,506.44,2599455
SPY,2024-01-07 19:30:00,506.83,507.82,505.56,505.80,1270698
SPY,2024-01-07 20:30:00,506.42,508.10,504.52,505.85,4135621
SPY,2024-01-07 21:30:00,505.17,506.73,504.07,504.85,459736
SPY,2024-01-07 22:30:00,504.46,504.90,503.21,503.34,3421922
SPY,2024-01-07 23:30:00,502.90,504.16,502.49,502.60,4689078
SPY,2024-01-08 00:30:00,503.77,505.51,503.01,504.84,2619402
SPY,2024-01-08 01:30:00,505.73,506.66,503.83,503.91,1710273
SPY,2024-01-08 02:30:00,502.64,504.22,502.28,502.90,879730
SPY,2024-01-08 03:30:00,501.87,501.95,500.93,501.69,4199476
SPY,2024-01-08 04:30:00,501.65,502.25,500.27,501.45,4924006
SPY,2024-01-08 05:30:00,502.74,503.12,500.93,502.31,4164948
SPY,2024-01-08 06:30:00,502.94,503.01,501.30,501.70,2196623
SPY,2024-01-08 07:30:00,502.04,502.43,500.48,501.70,4008965
SPY,2024-01-08 08:30:00,503.05,503.38,501.96,502.47,3662111
SPY,2024-01-08 09:30:00,501.86,502.01,500.47,500.77,3782929
SPY,2024-01-08 10:30:00,499.54,499.84,498.83,499.30,248283
SPY,2024-01-08 11:30:00,498.36,498.92,496.66,498.36,4093006
SPY,2024-01-08 12:30:00,499.39,500.85,498.55,500.58,2593839
SPY,2024-01-08 13:30:00,501.68,502.33,500.22,500.51,3925849
SPY,2024-01-08 14:30:00,500.28,500.53,498.52,499.31,2731505
SPY,2024-01-08 15:30:00,498.17,498.78,496.80,498.43,3692257
SPY,2024-01-08 16:30:00,499.84,501.46,499.57,500.48,1436921
SPY,2024-01-08 17:30:00,499.45,499.72,497.54,498.40,2337553
SPY,2024-01-08 18:30:00,499.11,499.88,498.66,499.49,4066131
SPY,2024-01-08 19:30:00,500.54,501.16,500.44,500.45,1865300
SPY,2024-01-08 20:30:00,501.00,502.78,500.37,502.46,517927
SPY,2024-01-08 21:30:00,503.73,503.91,503.51,503.70,4277112
SPY,2024-01-08 22:30:00,503.15,504.23,502.16,502.23,2322790
SPY,2024-01-08 23:30:00,503.32,504.09,501.67,503.92,4317152
SPY,2024-01-09 00:30:00,502.90,503.36,501.55,502.09,2179876
SPY,2024-01-09 01:30:00,501.99,502.22,501.00,501.86,3469430
SPY,2024-01-09 02:30:00,500.79,502.06,498.82,500.69,1675067
SPY,2024-01-09 03:30:00,502.15,503.59,500.44,502.83,3199540
SPY,2024-01-09 04:30:00,501.77,502.62,499.94,500.25,578122
SPY,2024-01-09 05:30:00,500.30,500.58,500.14,500.52,1037237
SPY,2024-01-09 06:30:00,501.15,502.40,500.33,501.20,969014
SPY,2024-01-09 07:30:00,501.86,503.37,501.76,502.63,2749037
SPY,2024-01-09 08:30:00,503.83,505.12,502.11,502.85,4459900
SPY,2024-01-09 09:30:00,503.07,503.46,501.53,502.75,2927048
SPY,2024-01-09 10:30:00,503.79,505.55,502.28,504.81,311234
SPY,2024-01-09 11:30:00,505.18,506.51,504.35,505.37,1129581
SPY,2024-01-09 12:30:00,505.80,506.63,505.48,506.62,126558
SPY,2024-01-09 13:30:00,506.63,507.39,504.83,506.55,924767
SPY,2024-01-09 14:30:00,507.72,507.75,507.18,507.23,4192137
SPY,2024-01-09 15:30:00,507.39,508.94,506.61,507.05,1309248
SPY,2024-01-09 16:30:00,506.22,507.53,505.80,506.53,2573107
SPY,2024-01-09 17:30:00,506.89,506.97,504.95,506.62,1469424
SPY,2024-01-09 18:30:00,505.97,507.72,505.38,506.33,743560
SPY,2024-01-09 19:30:00,504.90,505.79,503.89,504.17,3426257
SPY,2024-01-09 20:30:00,504.20,505.32,503.01,505.20,1900818
SPY,2024-01-09 21:30:00,503.78,504.88,503.75,504.01,3750181
SPY,2024-01-09 22:30:00,505.17,506.27,503.58,503.64,1537474
SPY,2024-01-09 23:30:00,502.64,504.06,500.74,503.03,4857127
SPY,2024-01-10 00:30:00,502.06,503.09,500.73,502.57,2771897
SPY,2024-01-10 01:30:00,502.33,502.85,502.16,502.65,4016349
SPY,2024-01-10 02:30:00,503.59,504.01,503.23,503.90,4336636
SPY,2024-01-10 03:30:00,505.05,506.18,504.11,505.93,2734351
SPY,2024-01-10 04:30:00,505.27,505.87,504.25,504.77,123984
SPY,2024-01-10 05:30:00,505.02,505.22,504.90,505.00,3305796
SPY,2024-01-10 06:30:00,505.55,505.64,503.84,504.38,2777609
SPY,2024-01-10 07:30:00,504.41,505.68,503.30,504.86,929330
SPY,2024-01-10 08:30:00,504.36,504.61,503.26,503.32,3745807
SPY,2024-01-10 09:30:00,504.73,506.61,503.00,504.88,1035832
SPY,2024-01-10 10:30:00,505.25,505.77,504.91,504.92,3089774
SPY,2024-01-10 11:30:00,504.96,505.47,504.27,505.05,1430109
SPY,2024-01-10 12:30:00,505.38,506.81,504.34,505.13,3091322
SPY,2024-01-10 13:30:00,505.04,506.43,504.14,504.42,4091192
SPY,2024-01-10 14:30:00,504.94,506.63,504.19,505.56,3461558
SPY,2024-01-10 15:30:00,505.57,505.83,504.21,505.68,305047
SPY,2024-01-10 16:30:00,504.44,504.50,503.72,504.41,1868150
SPY,2024-01-10 17:30:00,504.27,505.69,502.35,505.35,3936189
SPY,2024-01-10 18:30:00,505.36,507.09,505.19,506.89,3326702
SPY,2024-01-10 19:30:00,507.49,508.28,506.41,507.35,1818762
SPY,2024-01-10 20:30:00,508.67,509.55,507.50,508.77,4111765
SPY,2024-01-10 21:30:00,507.61,508.44,506.85,506.86,1959395
SPY,2024-01-10 22:30:00,507.84,508.34,507.53,507.92,2421565
SPY,2024-01-10 23:30:00,507.95,509.65,507.56,509.27,2111398
SPY,2024-01-11 00:30:00,509.35,511.23,509.25,511.07,793489
SPY,2024-01-11 01:30:00,510.61,511.65,509.89,511.37,3242427
SPY,2024-01-11 02:30:00,510.80,512.54,510.36,512.43,3727037
SPY,2024-01-11 03:30:00,512.92,514.16,512.13,512.66,332417
SPY,2024-01-11 04:30:00,513.85,514.98,513.06,514.06,1540778
SPY,2024-01-11 05:30:00,514.69,515.74,513.67,514.75,4480748
SPY,2024-01-11 06:30:00,516.06,517.01,515.76,516.76,2784393
SPY,2024-01-11 07:30:00,517.36,518.87,516.20,517.35,889702
SPY,2024-01-11 08:30:00,517.56,519.05,516.09,517.37,1363203
SPY,2024-01-11 09:30:00,517.19,518.59,515.24,516.76,4676184
SPY,2024-01-11 10:30:00,515.49,515.57,515.46,515.47,2708716
SPY,2024-01-11 11:30:00,516.72,516.87,515.97,516.65,4428297
SPY,2024-01-11 12:30:00,516.52,518.13,515.58,515.62,3160040
SPY,2024-01-11 13:30:00,515.51,515.51,513.86,515.10,525032
SPY,2024-01-11 14:30:00,513.91,514.26,513.04,514.18,3553463
SPY,2024-01-11 15:30:00,513.45,513.54,512.47,512.55,4292822
SPY,2024-01-11 16:30:00,513.89,514.98,513.40,514.67,4889812
SPY,2024-01-11 17:30:00,515.70,516.84,514.23,515.50,1967417
SPY,2024-01-11 18:30:00,516.94,517.87,515.45,516.01,4239364
SPY,2024-01-11 19:30:00,516.13,517.09,514.75,515.80,1299885
SPY,2024-01-11 20:30:00,516.45,517.89,515.98,517.20,2252054
SPY,2024-01-11 21:30:00,518.64,520.24,517.15,518.84,3216849
SPY,2024-01-11 22:30:00,519.37,520.97,519.20,519.45,3490647
SPY,2024-01-11 23:30:00,518.04,519.76,517.75,518.59,100418
SPY,2024-01-12 00:30:00,519.26,520.45,518.86,520.15,1062674
SPY,2024-01-12 01:30:00,520.78,521.75,520.28,521.25,2115599
SPY,2024-01-12 02:30:00,520.89,522.03,519.88,521.54,1867471
SPY,2024-01-12 03:30:00,521.47,522.41,519.82,520.72,874379
SPY,2024-01-12 04:30:00,520.08,521.29,519.84,520.47,3625356
SPY,2024-01-12 05:30:00,520.36,522.20,520.00,520.34,4340750
SPY,2024-01-12 06:30:00,519.90,521.25,517.90,518.35,3939238
SPY,2024-01-12 07:30:00,518.49,519.45,516.97,517.90,371047
SPY,2024-01-12 08:30:00,516.78,518.18,515.82,515.88,3288024
SPY,2024-01-12 09:30:00,516.12,517.61,514.69,516.26,4383572
SPY,2024-01-12 10:30:00,517.28,518.92,516.72,516.81,3691275
SPY,2024-01-12 11:30:00,516.81,518.71,515.07,516.46,2800405
SPY,2024-01-12 12:30:00,516.54,518.46,515.52,517.42,1301045
SPY,2024-01-12 13:30:00,516.48,517.17,515.26,515.65,2656078
SPY,2024-01-12 14:30:00,516.47,516.71,515.69,516.27,328160
SPY,2024-01-12 15:30:00,517.64,519.38,516.02,516.69,629143
SPY,2024-01-12 16:30:00,518.04,518.54,517.01,518.00,3477221
SPY,2024-01-12 17:30:00,518.35,519.67,516.50,519.42,3912049
SPY,2024-01-12 18:30:00,520.00,521.03,519.20,519.69,2626809
SPY,2024-01-12 19:30:00,518.53,520.16,518.20,518.37,668821
SPY,2024-01-12 20:30:00,517.23,518.86,516.64,517.72,678191
SPY,2024-01-12 21:30:00,518.26,519.44,518.18,519.17,1855502
SPY,2024-01-12 22:30:00,518.42,519.36,516.86,518.70,4854036
SPY,2024-01-12 23:30:00,518.42,519.03,517.65,518.85,2496385
SPY,2024-01-13 00:30:00,518.64,520.28,517.34,518.84,3120112
SPY,2024-01-13 01:30:00,520.03,521.44,518.19,520.90,3936551
SPY,2024-01-13 02:30:00,522.16,523.82,520.24,523.75,2204113
SPY,2024-01-13 03:30:00,524.37,525.95,522.37,524.30,3329847
SPY,2024-01-13 04:30:00,523.66,525.02,523.06,524.96,171688
SPY,2024-01-13 05:30:00,524.48,524.50,523.33,523.51,4048431
SPY,2024-01-13 06:30:00,522.03,523.43,521.86,523.34,4344972
SPY,2024-01-13 07:30:00,523.66,524.65,522.96,523.09,4464832
SPY,2024-01-13 08:30:00,523.62,525.31,523.09,524.85,414416
SPY,2024-01-13 09:30:00,525.47,526.43,525.04,525.10,3838801
SPY,2024-01-13 10:30:00,525.19,526.50,524.47,525.03,452472
SPY,2024-01-13 11:30:00,525.56,527.56,523.96,525.08,1312433
SPY,2024-01-13 12:30:00,524.32,526.19,523.38,524.06,2114229
SPY,2024-01-13 13:30:00,523.03,524.56,522.47,524.16,3831223
SPY,2024-01-13 14:30:00,523.44,525.35,521.73,522.31,1659935
SPY,2024-01-13 15:30:00,521.53,522.47,519.71,521.78,4871461
SPY,2024-01-13 16:30:00,521.82,522.79,520.66,520.76,4546464
SPY,2024-01-13 17:30:00,520.86,522.29,519.99,521.95,2341884
SPY,2024-01-13 18:30:00,520.52,521.83,519.30,521.41,2150206
SPY,2024-01-13 19:30:00,520.07,521.09,519.31,519.69,4395837
SPY,2024-01-13 20:30:00,520.41,521.64,519.87,519.97,4333149
SPY,2024-01-13 21:30:00,518.69,518.79,517.45,518.45,2973684
SPY,2024-01-13 22:30:00,519.77,519.86,518.55,519.80,2834622
SPY,2024-01-13 23:30:00,520.80,521.43,519.36,519.63,1142281
SPY,2024-01-14 00:30:00,519.40,520.51,517.77,519.33,2027642
SPY,2024-01-14 01:30:00,520.65,522.04,520.06,521.16,1072916
SPY,2024-01-14 02:30:00,520.49,520.68,520.08,520.43,2795062
SPY,2024-01-14 03:30:00,519.76,520.78,518.08,518.52,1489547
SPY,2024-01-14 04:30:00,517.20,518.93,515.88,517.86,285656
SPY,2024-01-14 05:30:00,516.93,517.82,516.30,516.56,4300496
SPY,2024-01-14 06:30:00,517.33,519.26,517.31,518.10,4987547
SPY,2024-01-14 07:30:00,517.02,518.30,516.63,517.58,943586
SPY,2024-01-14 08:30:00,517.16,517.86,515.95,517.39,4614949
SPY,2024-01-14 09:30:00,516.55,518.48,515.94,517.93,1527658
SPY,2024-01-14 10:30:00,519.23,519.65,517.77,519.33,2989274
SPY,2024-01-14 11:30:00,519.92,521.43,518.58,518.96,3780326
SPY,2024-01-14 12:30:00,518.25,518.84,516.55,516.84,2800461
SPY,2024-01-14 13:30:00,517.22,517.59,515.69,516.66,3599215
SPY,2024-01-14 14:30:00,517.37,518.38,515.82,516.49,4885760
SPY,2024-01-14 15:30:00,517.33,518.92,516.36,517.54,3915691
SPY,2024-01-14 16:30:00,517.22,518.94,516.33,517.55,2877862
SPY,2024-01-14 17:30:00,518.89,519.01,517.32,518.03,4629181
SPY,2024-01-14 18:30:00,517.86,518.42,516.41,517.46,4648381
SPY,2024-01-14 19:30:00,516.03,516.87,515.30,515.31,3653926
SPY,2024-01-14 20:30:00,515.46,515.48,513.86,514.66,3706194
SPY,2024-01-14 21:30:00,515.81,517.30,514.12,515.16,3116224
SPY,2024-01-14 22:30:00,514.56,514.73,513.91,514.49,3747023
SPY,2024-01-14 23:30:00,513.57,514.52,511.96,513.94,3174734
SPY,2024-01-15 00:30:00,515.12,516.78,514.73,516.43,2359535
SPY,2024-01-15 01:30:00,516.12,516.77,514.84,515.56,560038
SPY,2024-01-15 02:30:00,514.81,516.07,513.80,514.05,674986
SPY,2024-01-15 03:30:00,513.94,513.98,513.28,513.88,2405986
SPY,2024-01-15 04:30:00,513.94,515.22,512.48,514.93,4449137
SPY,2024-01-15 05:30:00,515.20,515.64,514.81,515.54,4654646
SPY,2024-01-15 06:30:00,516.68,517.04,515.12,516.40,4247395
SPY,2024-01-15 07:30:00,517.33,517.72,516.65,517.60,4918474
SPY,2024-01-15 08:30:00,517.18,518.50,515.64,516.77,4264202
SPY,2024-01-15 09:30:00,516.32,516.95,514.39,516.06,1635321
SPY,2024-01-15 10:30:00,516.95,518.81,515.62,516.17,3841919
SPY,2024-01-15 11:30:00,517.13,517.91,516.09,516.13,1558253
SPY,2024-01-15 12:30:00,517.38,517.65,516.69,517.04,4921366
SPY,2024-01-15 13:30:00,518.44,519.68,517.67,519.57,2362375
SPY,2024-01-15 14:30:00,520.04,520.89,518.21,518.52,313270
SPY,2024-01-15 15:30:00,517.74,519.68,517.09,517.84,1674034
SPY,2024-01-15 16:30:00,518.04,518.60,517.00,518.41,3820450
SPY,2024-01-15 17:30:00,518.92,520.61,516.99,519.32,2356079
SPY,2024-01-15 18:30:00,519.34,520.78,517.94,520.23,3019983
SPY,2024-01-15 19:30:00,521.62,523.59,520.69,522.40,2727783
SPY,2024-01-15 20:30:00,522.36,523.45,520.52,522.83,3416622
SPY,2024-01-15 21:30:00,523.74,524.01,523.48,523.70,1486148
SPY,2024-01-15 22:30:00,523.28,524.53,523.28,523.74,258992
SPY,2024-01-15 23:30:00,523.04,523.55,522.67,523.15,576945
SPY,2024-01-16 00:30:00,521.84,522.72,520.94,522.72,4056476
SPY,2024-01-16 01:30:00,521.36,522.28,519.87,521.40,4607944
SPY,2024-01-16 02:30:00,519.95,520.87,519.31,519.62,4200399
SPY,2024-01-16 03:30:00,518.78,520.22,518.39,520.19,2135388
SPY,2024-01-16 04:30:00,521.56,521.80,520.94,521.53,4107776
SPY,2024-01-16 05:30:00,521.05,521.28,520.86,521.20,4041767
SPY,2024-01-16 06:30:00,520.27,521.77,519.67,519.98,2111219
SPY,2024-01-16 07:30:00,519.21,519.86,517.40,518.13,2896096
SPY,2024-01-16 08:30:00,519.52,520.53,518.27,520.53,100927
SPY,2024-01-16 09:30:00,520.61,521.79,520.23,521.44,814239
SPY,2024-01-16 10:30:00,520.17,521.36,518.56,520.87,3746216
SPY,2024-01-16 11:30:00,519.64,521.44,519.08,519.54,4420376
SPY,2024-01-16 12:30:00,519.58,519.78,518.81,519.63,1848430
SPY,2024-01-16 13:30:00,520.00,521.25,518.78,520.00,2149096
SPY,2024-01-16 14:30:00,520.91,522.81,519.84,521.36,137390
SPY,2024-01-16 15:30:00,521.22,521.37,520.52,520.96,4852509
SPY,2024-01-16 16:30:00,520.17,521.54,519.45,521.18,240156
SPY,2024-01-16 17:30:00,520.32,522.20,518.62,520.40,513255
SPY,2024-01-16 18:30:00,519.01,519.92,517.54,517.62,4052056
SPY,2024-01-16 19:30:00,517.36,518.39,516.83,517.25,1390734
SPY,2024-01-16 20:30:00,515.83,516.25,515.52,516.24,3969427
SPY,2024-01-16 21:30:00,514.85,515.01,513.68,514.79,263041
SPY,2024-01-16 22:30:00,514.31,514.93,512.75,514.07,1792725
SPY,2024-01-16 23:30:00,515.54,515.55,515.49,515.54,2784183
SPY,2024-01-17 00:30:00,515.98,516.85,514.52,515.39,2847753
SPY,2024-01-17 01:30:00,514.10,514.47,513.82,513.91,4202903
SPY,2024-01-17 02:30:00,513.73,515.49,512.07,514.84,4087445
